order_id,order_date,category,sub_category,region,sales
CA-2016-105627,08/03/2016,Furniture,Bookcases,Central,512.94
CA-2016-105627,08/03/2016,Furniture,Chairs,Central,860.93
CA-2016-105627,08/03/2016,Technology,Phones,Central,769.95
CA-2016-105627,08/03/2016,Office Supplies,Art,Central,14.98
CA-2016-105627,08/03/2016,Furniture,Furnishings,Central,373.08
US-2016-149629,17/07/2016,Furniture,Bookcases,South,231.92
CA-2015-116834,11/10/2015,Furniture,Furnishings,West,63.47
CA-2015-116834,11/10/2015,Technology,Accessories,West,345.0
CA-2017-145730,03/03/2017,Furniture,Tables,Central,637.896
CA-2017-145730,03/03/2017,Technology,Machines,Central,287.91
CA-2017-145730,03/03/2017,Office Supplies,Envelopes,Central,36.6
US-2016-168732,10/12/2016,Office Supplies,Art,South,1.78
US-2016-168732,10/12/2016,Office Supplies,Paper,South,25.92
US-2016-168732,10/12/2016,Technology,Accessories,South,101.94
CA-2016-107468,18/12/2016,Office Supplies,Art,West,6.848
CA-2018-144463,01/01/2018,Furniture,Furnishings,West,474.43
CA-2018-100811,21/11/2018,Office Supplies,Paper,East,8.448
CA-2018-100811,21/11/2018,Office Supplies,Storage,East,39.296
CA-2016-153612,22/12/2016,Office Supplies,Art,Central,17.12
CA-2016-165624,23/08/2016,Office Supplies,Appliances,South,542.94
CA-2016-165624,23/08/2016,Office Supplies,Labels,South,8.64
CA-2016-165624,23/08/2016,Office Supplies,Paper,South,193.8
CA-2016-165624,23/08/2016,Office Supplies,Paper,South,21.4
CA-2016-165624,23/08/2016,Office Supplies,Paper,South,97.88
CA-2016-165624,23/08/2016,Technology,Accessories,South,251.91
CA-2016-165624,23/08/2016,Office Supplies,Appliances,South,25.86
CA-2015-154963,22/06/2015,Furniture,Chairs,East,170.058
CA-2015-154963,22/06/2015,Technology,Phones,East,82.782
CA-2015-154963,22/06/2015,Furniture,Chairs,East,853.93
CA-2018-130764,27/10/2018,Furniture,Bookcases,West,556.665
CA-2018-130764,27/10/2018,Technology,Phones,West,95.84
CA-2018-139311,11/08/2018,Office Supplies,Paper,Central,29.664
CA-2018-139311,11/08/2018,Office Supplies,Art,Central,9.184
CA-2018-139311,11/08/2018,Technology,Phones,Central,153.584
CA-2018-139311,11/08/2018,Office Supplies,Binders,Central,12.864
CA-2018-124296,24/12/2018,Technology,Machines,South,479.97
CA-2018-124296,24/12/2018,Furniture,Chairs,South,232.88
CA-2017-169957,26/09/2017,Office Supplies,Appliances,West,236.88
CA-2017-169957,26/09/2017,Office Supplies,Paper,West,29.9
CA-2017-169957,26/09/2017,Technology,Accessories,West,100.0
US-2017-108777,12/12/2017,Office Supplies,Binders,East,18.693
US-2017-108777,12/12/2017,Technology,Accessories,East,383.952
CA-2016-148859,28/12/2016,Office Supplies,Storage,Central,24.816
CA-2015-110786,29/12/2015,Furniture,Furnishings,West,24.9
CA-2015-110786,29/12/2015,Office Supplies,Paper,West,21.12
CA-2015-110786,29/12/2015,Technology,Machines,West,767.952
CA-2015-110786,29/12/2015,Office Supplies,Binders,West,14.352
CA-2015-110786,29/12/2015,Technology,Phones,West,191.976
CA-2015-110786,29/12/2015,Office Supplies,Labels,West,274.77
CA-2015-110786,29/12/2015,Furniture,Furnishings,West,70.56
CA-2016-137750,25/06/2016,Furniture,Furnishings,West,204.85
CA-2016-136378,02/04/2016,Office Supplies,Binders,Central,9.156
CA-2018-100356,21/10/2018,Office Supplies,Appliances,Central,23.992
US-2016-166520,16/07/2016,Office Supplies,Paper,East,80.88
US-2016-166520,16/07/2016,Technology,Accessories,East,599.9
CA-2018-136350,24/06/2018,Furniture,Furnishings,East,276.69
CA-2018-136350,24/06/2018,Furniture,Chairs,East,172.764
CA-2015-122931,29/09/2015,Office Supplies,Art,East,4.224
CA-2015-122931,29/09/2015,Furniture,Tables,East,409.272
CA-2015-122931,29/09/2015,Office Supplies,Labels,East,55.44
CA-2015-122931,29/09/2015,Office Supplies,Paper,East,20.928
CA-2015-122931,29/09/2015,Office Supplies,Storage,East,1801.632
CA-2015-122931,29/09/2015,Furniture,Tables,East,67.176
CA-2015-163034,24/11/2015,Office Supplies,Storage,Central,646.2
CA-2016-124058,20/11/2016,Technology,Phones,West,72.744
CA-2016-124058,20/11/2016,Furniture,Chairs,West,572.16
CA-2017-129196,01/11/2017,Technology,Accessories,Central,68.112
US-2016-138716,17/09/2016,Office Supplies,Binders,West,25.032
US-2017-122182,10/03/2017,Technology,Accessories,East,39.992
US-2015-130358,23/06/2015,Office Supplies,Art,South,20.016
US-2015-130358,23/06/2015,Office Supplies,Supplies,South,3.104
CA-2015-102673,01/11/2015,Office Supplies,Fasteners,South,7.52
CA-2015-102673,01/11/2015,Office Supplies,Art,South,10.272
CA-2015-102673,01/11/2015,Office Supplies,Labels,South,47.808
CA-2015-102673,01/11/2015,Technology,Phones,South,978.84
CA-2017-145303,28/08/2017,Office Supplies,Binders,Central,13.14
CA-2017-145303,28/08/2017,Office Supplies,Binders,Central,10.024
CA-2017-145303,28/08/2017,Furniture,Bookcases,Central,156.3728
CA-2016-156104,06/12/2016,Technology,Copiers,Central,999.98
US-2016-164308,24/09/2016,Technology,Phones,Central,821.94
CA-2018-108112,15/11/2018,Furniture,Furnishings,South,220.064
CA-2018-108112,15/11/2018,Furniture,Furnishings,South,339.136
CA-2016-100685,19/12/2016,Office Supplies,Binders,Central,7.04
CA-2016-100685,19/12/2016,Office Supplies,Fasteners,Central,5.04
CA-2016-100685,19/12/2016,Office Supplies,Paper,Central,116.28
CA-2016-165414,21/12/2016,Technology,Phones,South,47.976
CA-2017-140417,25/09/2017,Office Supplies,Paper,West,60.048
CA-2017-140417,25/09/2017,Office Supplies,Binders,West,5.022
US-2018-151316,24/06/2018,Office Supplies,Binders,Central,182.994
US-2018-151316,24/06/2018,Office Supplies,Paper,Central,10.272
CA-2018-163692,07/09/2018,Office Supplies,Binders,West,7.857
CA-2017-111913,04/08/2017,Technology,Phones,West,302.384
CA-2017-111913,04/08/2017,Office Supplies,Binders,West,20.952
CA-2017-111913,04/08/2017,Office Supplies,Binders,West,11.784
US-2015-156559,19/08/2015,Furniture,Bookcases,South,638.82
CA-2017-161473,01/04/2017,Office Supplies,Labels,East,20.7
CA-2017-161473,01/04/2017,Office Supplies,Supplies,East,10.95
CA-2017-161473,01/04/2017,Office Supplies,Binders,East,14.352
CA-2018-166576,16/05/2018,Office Supplies,Storage,East,221.024
CA-2016-102491,24/08/2016,Technology,Machines,South,3080.0
CA-2016-102491,24/08/2016,Technology,Accessories,South,79.96
CA-2016-102491,24/08/2016,Technology,Phones,South,587.97
CA-2015-116904,23/09/2015,Office Supplies,Paper,Central,32.4
CA-2015-116904,23/09/2015,Office Supplies,Storage,Central,404.9
CA-2015-116904,23/09/2015,Office Supplies,Binders,Central,9449.95
CA-2015-116904,23/09/2015,Office Supplies,Binders,Central,12.94
US-2018-102288,19/06/2018,Office Supplies,Appliances,Central,2.264
US-2018-102288,19/06/2018,Office Supplies,Appliances,Central,0.444
US-2018-102288,19/06/2018,Office Supplies,Paper,Central,146.176
CA-2018-137456,21/12/2018,Furniture,Furnishings,Central,15.92
US-2018-155999,07/08/2018,Technology,Phones,West,159.96
US-2018-155999,07/08/2018,Office Supplies,Binders,West,13.76
US-2017-148334,22/08/2017,Office Supplies,Binders,Central,4.312
CA-2016-105599,07/09/2016,Office Supplies,Storage,East,13.96
CA-2016-105599,07/09/2016,Furniture,Tables,East,27.414
CA-2016-153717,25/12/2016,Technology,Phones,Central,73.98
CA-2016-153717,25/12/2016,Furniture,Bookcases,Central,160.98
CA-2016-153717,25/12/2016,Office Supplies,Paper,Central,17.34
CA-2016-153717,25/12/2016,Office Supplies,Art,Central,3.28
CA-2016-116687,02/05/2016,Office Supplies,Labels,Central,8.856
CA-2016-116687,02/05/2016,Technology,Phones,Central,158.376
CA-2017-163573,24/11/2017,Office Supplies,Binders,West,1219.96
CA-2016-153416,24/11/2016,Office Supplies,Binders,West,3.168
CA-2016-153416,24/11/2016,Office Supplies,Paper,West,19.44
CA-2016-153416,24/11/2016,Office Supplies,Storage,West,454.86
CA-2016-153416,24/11/2016,Office Supplies,Binders,West,91.392
CA-2018-117394,04/09/2018,Technology,Accessories,East,19.04
CA-2018-133823,11/05/2018,Office Supplies,Paper,West,37.44
CA-2018-133823,11/05/2018,Office Supplies,Labels,West,37.59
CA-2018-133823,11/05/2018,Office Supplies,Binders,West,26.032
CA-2015-127523,11/05/2015,Office Supplies,Appliances,East,35.91
CA-2018-123239,27/07/2018,Furniture,Furnishings,South,91.032
CA-2018-156769,06/05/2018,Office Supplies,Art,South,54.66
CA-2015-127299,19/09/2015,Office Supplies,Storage,South,67.344
CA-2015-127299,19/09/2015,Technology,Machines,South,2624.985
CA-2016-121272,29/03/2016,Office Supplies,Appliances,West,73.28
CA-2015-115336,18/11/2015,Office Supplies,Binders,Central,14.48
CA-2016-111703,02/07/2016,Office Supplies,Paper,South,11.952
CA-2016-111703,02/07/2016,Office Supplies,Paper,South,15.552
CA-2015-128839,08/09/2015,Office Supplies,Fasteners,South,45.0
CA-2015-128839,08/09/2015,Technology,Machines,South,209.97
CA-2018-105914,02/10/2018,Office Supplies,Binders,West,112.12
CA-2018-105914,02/10/2018,Office Supplies,Storage,West,1575.14
CA-2018-110926,19/11/2018,Office Supplies,Fasteners,South,25.06
CA-2017-117226,30/12/2017,Office Supplies,Binders,Central,6.924
CA-2018-127313,01/12/2018,Office Supplies,Storage,East,37.392
CA-2018-127313,01/12/2018,Furniture,Furnishings,East,79.12
CA-2017-136287,13/06/2017,Office Supplies,Labels,Central,18.9
US-2015-107699,19/05/2015,Office Supplies,Binders,Central,57.42
CA-2018-112725,30/01/2018,Office Supplies,Art,West,12.74
CA-2018-112725,30/01/2018,Office Supplies,Art,West,8.82
CA-2018-112725,30/01/2018,Furniture,Chairs,West,120.784
CA-2016-136196,28/11/2016,Furniture,Furnishings,East,322.59
CA-2018-106068,23/10/2018,Office Supplies,Binders,Central,9.762
CA-2018-106068,23/10/2018,Office Supplies,Storage,Central,13.72
CA-2018-106068,23/10/2018,Technology,Accessories,Central,55.2
CA-2018-106068,23/10/2018,Office Supplies,Storage,Central,259.136
CA-2018-100160,07/09/2018,Office Supplies,Labels,East,29.24
CA-2018-100160,07/09/2018,Office Supplies,Paper,East,15.552
CA-2018-100160,07/09/2018,Office Supplies,Envelopes,East,4.896
CA-2017-139689,29/12/2017,Office Supplies,Binders,South,38.088
CA-2017-139689,29/12/2017,Office Supplies,Binders,South,2.808
CA-2016-101091,05/12/2016,Technology,Accessories,East,47.984
CA-2016-101091,05/12/2016,Office Supplies,Binders,East,26.064
CA-2015-126907,01/11/2015,Office Supplies,Paper,Central,15.696
US-2017-164588,16/04/2017,Office Supplies,Art,South,12.84
CA-2018-115546,14/05/2018,Technology,Phones,East,539.97
CA-2018-115546,14/05/2018,Office Supplies,Storage,East,22.58
CA-2016-163587,14/03/2016,Office Supplies,Labels,East,16.52
CA-2016-163587,14/03/2016,Office Supplies,Binders,East,671.94
US-2018-106131,14/01/2018,Technology,Accessories,West,169.064
US-2018-106131,14/01/2018,Office Supplies,Storage,West,168.624
CA-2016-160213,08/03/2016,Office Supplies,Paper,East,19.44
CA-2015-157924,11/10/2015,Office Supplies,Storage,West,31.92
CA-2015-157924,11/10/2015,Furniture,Chairs,West,433.568
CA-2016-100216,13/04/2016,Office Supplies,Paper,West,31.104
CA-2016-100216,13/04/2016,Office Supplies,Paper,West,54.816
CA-2018-100601,16/11/2018,Office Supplies,Storage,West,48.86
CA-2017-152163,01/07/2017,Office Supplies,Binders,South,14.2
CA-2017-152163,01/07/2017,Office Supplies,Paper,South,12.96
CA-2017-152163,01/07/2017,Office Supplies,Binders,South,58.34
CA-2016-154340,29/11/2016,Office Supplies,Art,West,56.3
CA-2015-128846,07/04/2015,Technology,Phones,South,629.95
CA-2015-128846,07/04/2015,Office Supplies,Paper,South,122.97
CA-2017-148593,16/06/2017,Office Supplies,Paper,West,46.35
US-2018-119039,06/03/2018,Office Supplies,Binders,West,14.976
CA-2018-128426,07/10/2018,Office Supplies,Binders,Central,4.24
US-2018-136868,06/10/2018,Technology,Accessories,East,319.96
US-2018-136868,06/10/2018,Office Supplies,Paper,East,17.04
US-2018-136868,06/10/2018,Office Supplies,Storage,East,344.91
CA-2017-143749,05/12/2017,Furniture,Bookcases,East,81.94
CA-2017-111493,21/10/2017,Technology,Accessories,East,98.16
CA-2018-112536,18/05/2018,Office Supplies,Binders,Central,6.874
CA-2018-112536,18/05/2018,Office Supplies,Binders,Central,1.996
CA-2018-112536,18/05/2018,Office Supplies,Storage,Central,8.928
CA-2017-157714,26/09/2017,Office Supplies,Paper,Central,9.99
CA-2018-166709,17/11/2018,Technology,Copiers,East,10499.97
CA-2016-129392,08/07/2016,Office Supplies,Paper,Central,21.12
CA-2016-150875,16/11/2016,Furniture,Tables,West,696.42
CA-2016-150875,16/11/2016,Technology,Phones,West,304.776
CA-2016-154200,18/06/2016,Office Supplies,Art,West,51.98
CA-2017-124233,08/04/2017,Furniture,Furnishings,West,24.7
US-2016-134271,18/04/2016,Office Supplies,Labels,East,21.93
US-2017-161683,03/12/2017,Office Supplies,Appliances,East,394.816
US-2017-161683,03/12/2017,Office Supplies,Binders,East,18.192
CA-2016-143105,10/12/2016,Office Supplies,Labels,East,7.31
CA-2016-143105,10/12/2016,Technology,Copiers,East,799.984
CA-2016-143105,10/12/2016,Office Supplies,Paper,East,41.28
CA-2016-143105,10/12/2016,Office Supplies,Paper,East,184.66
CA-2015-145387,31/10/2015,Office Supplies,Art,East,49.25
CA-2015-145387,31/10/2015,Office Supplies,Paper,East,10.16
CA-2015-145387,31/10/2015,Furniture,Furnishings,East,14.76
CA-2015-145387,31/10/2015,Office Supplies,Binders,East,34.08
CA-2015-145387,31/10/2015,Furniture,Furnishings,East,17.67
CA-2015-145387,31/10/2015,Furniture,Chairs,East,1604.9
CA-2015-145387,31/10/2015,Furniture,Tables,East,385.686
CA-2018-109715,09/12/2018,Office Supplies,Paper,Central,15.984
CA-2015-166457,05/05/2015,Office Supplies,Paper,South,9.42
CA-2015-166457,05/05/2015,Office Supplies,Art,South,6.56
CA-2015-166457,05/05/2015,Office Supplies,Paper,South,24.56
CA-2017-164637,04/03/2017,Office Supplies,Binders,Central,128.4
CA-2015-103590,30/11/2015,Office Supplies,Envelopes,East,62.28
CA-2016-111234,18/02/2016,Office Supplies,Labels,West,9.24
CA-2018-149881,01/04/2018,Furniture,Bookcases,West,482.664
CA-2018-149881,01/04/2018,Technology,Machines,West,4799.984
CA-2018-134565,11/06/2018,Office Supplies,Paper,West,37.94
CA-2018-134565,11/06/2018,Office Supplies,Binders,West,18.288
CA-2018-134565,11/06/2018,Technology,Machines,West,385.8
CA-2018-134565,11/06/2018,Office Supplies,Storage,West,102.96
CA-2018-134565,11/06/2018,Furniture,Bookcases,West,174.42
CA-2017-108644,30/09/2017,Office Supplies,Binders,Central,1.964
US-2015-102631,13/12/2015,Furniture,Furnishings,Central,94.428
CA-2018-120327,11/11/2018,Office Supplies,Fasteners,Central,45.92
CA-2016-154970,05/01/2016,Furniture,Chairs,West,61.584
CA-2017-113803,24/03/2017,Office Supplies,Paper,Central,22.48
CA-2018-100223,05/07/2018,Furniture,Furnishings,Central,332.028
CA-2018-100223,05/07/2018,Office Supplies,Binders,Central,11.394
CA-2018-100223,05/07/2018,Office Supplies,Paper,Central,15.552
CA-2018-100223,05/07/2018,Office Supplies,Paper,Central,31.104
CA-2018-100223,05/07/2018,Office Supplies,Binders,Central,6.316
CA-2015-168823,21/09/2015,Office Supplies,Paper,East,11.352
CA-2015-168823,21/09/2015,Office Supplies,Labels,East,20.808
CA-2017-162404,23/07/2017,Office Supplies,Binders,Central,11.416
CA-2018-104024,29/08/2018,Office Supplies,Art,East,9.408
CA-2018-147144,26/03/2018,Office Supplies,Art,West,19.83
CA-2018-158673,29/12/2018,Office Supplies,Paper,Central,209.7
CA-2015-133704,20/09/2015,Office Supplies,Appliances,West,43.92
CA-2015-133704,20/09/2015,Office Supplies,Binders,West,20.232
CA-2017-159142,04/04/2017,Technology,Phones,South,149.97
CA-2017-159142,04/04/2017,Office Supplies,Paper,South,27.81
CA-2015-138436,26/03/2015,Technology,Accessories,West,66.3
CA-2018-117702,28/11/2018,Office Supplies,Art,East,1.64
CA-2018-117702,28/11/2018,Furniture,Furnishings,East,1049.2
CA-2018-117702,28/11/2018,Furniture,Furnishings,East,20.9
CA-2017-157336,01/12/2017,Office Supplies,Binders,East,88.08
CA-2017-157336,01/12/2017,Furniture,Chairs,East,751.92
CA-2015-168130,19/09/2015,Furniture,Chairs,East,887.103
CA-2016-155068,23/10/2016,Technology,Phones,South,55.944
CA-2016-155068,23/10/2016,Office Supplies,Art,South,10.688
CA-2016-155068,23/10/2016,Technology,Phones,South,11.824
CA-2018-163160,13/10/2018,Office Supplies,Paper,Central,63.312
CA-2018-163160,13/10/2018,Office Supplies,Binders,Central,96.784
CA-2018-163160,13/10/2018,Furniture,Furnishings,Central,10.476
CA-2016-101924,04/09/2016,Office Supplies,Binders,West,9.762
CA-2017-124793,14/03/2017,Furniture,Chairs,West,196.784
CA-2018-118367,28/10/2018,Office Supplies,Envelopes,East,47.98
CA-2018-164819,15/10/2018,Office Supplies,Labels,East,13.05
CA-2018-158344,07/08/2018,Technology,Accessories,Central,63.96
CA-2018-123351,21/09/2018,Office Supplies,Appliances,South,80.48
CA-2018-110429,03/11/2018,Office Supplies,Binders,East,11.673
US-2017-131611,05/11/2017,Furniture,Tables,Central,863.128
US-2017-131611,05/11/2017,Office Supplies,Binders,Central,3.564
US-2017-131611,05/11/2017,Furniture,Bookcases,Central,956.6648
US-2017-131611,05/11/2017,Office Supplies,Binders,Central,12.588
US-2017-131611,05/11/2017,Technology,Accessories,Central,171.96
US-2018-124821,25/06/2018,Furniture,Tables,West,871.4
CA-2016-166975,26/11/2016,Furniture,Furnishings,South,692.472
CA-2017-123806,24/11/2017,Furniture,Furnishings,East,207.76
US-2018-158505,21/07/2018,Technology,Phones,West,71.928
US-2018-158505,21/07/2018,Office Supplies,Art,West,25.99
CA-2016-142692,23/10/2016,Office Supplies,Binders,West,3.592
CA-2016-123456,09/07/2016,Office Supplies,Appliances,Central,48.632
CA-2018-151358,18/08/2018,Office Supplies,Storage,West,323.1
US-2017-107440,16/04/2017,Technology,Machines,East,9099.93
US-2017-107440,16/04/2017,Furniture,Furnishings,East,9.96
US-2017-107440,16/04/2017,Office Supplies,Binders,East,25.3
CA-2015-166989,14/11/2015,Office Supplies,Paper,East,11.36
CA-2015-166989,14/11/2015,Furniture,Chairs,East,69.264
CA-2015-103100,20/12/2015,Office Supplies,Labels,Central,3.69
CA-2015-103100,20/12/2015,Office Supplies,Binders,Central,1103.97
CA-2016-105690,21/11/2016,Furniture,Bookcases,Central,246.1328
CA-2016-105690,21/11/2016,Office Supplies,Labels,Central,11.696
CA-2016-105690,21/11/2016,Technology,Copiers,Central,439.992
CA-2018-127516,28/12/2018,Office Supplies,Storage,South,64.784
US-2016-117184,17/05/2016,Office Supplies,Binders,Central,33.28
US-2016-117184,17/05/2016,Office Supplies,Paper,Central,14.088
CA-2018-102407,09/12/2018,Office Supplies,Art,West,11.16
CA-2018-102407,09/12/2018,Furniture,Tables,West,896.328
CA-2018-102407,09/12/2018,Office Supplies,Appliances,West,189.0
CA-2018-130967,10/03/2018,Technology,Phones,East,53.982
CA-2018-101581,22/10/2018,Furniture,Tables,West,177.225
CA-2018-169124,03/07/2018,Furniture,Furnishings,West,129.39
CA-2018-117261,04/09/2018,Office Supplies,Storage,West,54.32
CA-2018-129021,23/08/2018,Technology,Phones,South,4367.896
CA-2018-129021,23/08/2018,Office Supplies,Paper,South,49.568
CA-2018-129021,23/08/2018,Office Supplies,Appliances,South,161.376
CA-2018-129021,23/08/2018,Furniture,Furnishings,South,2.784
CA-2018-129021,23/08/2018,Office Supplies,Paper,South,8.72
CA-2015-123253,22/08/2015,Office Supplies,Art,East,3.912
CA-2017-121601,04/10/2017,Office Supplies,Envelopes,Central,59.752
CA-2015-162278,26/10/2015,Furniture,Furnishings,West,63.92
CA-2015-162278,26/10/2015,Technology,Phones,West,383.96
CA-2017-161095,28/06/2017,Office Supplies,Binders,West,7.752
CA-2017-161095,28/06/2017,Office Supplies,Binders,West,33.568
CA-2015-125829,04/11/2015,Technology,Phones,West,666.344
CA-2015-125829,04/11/2015,Furniture,Tables,West,573.728
CA-2015-125829,04/11/2015,Office Supplies,Binders,West,21.936
CA-2015-125829,04/11/2015,Office Supplies,Paper,West,19.44
CA-2015-125829,04/11/2015,Technology,Machines,West,447.968
CA-2015-123127,08/09/2015,Office Supplies,Appliances,East,16.78
CA-2016-115945,25/06/2016,Office Supplies,Art,West,20.96
CA-2016-115945,25/06/2016,Office Supplies,Binders,West,88.752
CA-2016-115945,25/06/2016,Office Supplies,Storage,West,304.23
CA-2016-136735,26/07/2016,Office Supplies,Envelopes,West,167.86
US-2018-136189,07/12/2018,Furniture,Furnishings,South,82.38
CA-2015-152345,29/12/2015,Technology,Phones,West,23.976
CA-2015-152345,29/12/2015,Office Supplies,Storage,West,33.29
US-2016-147662,14/02/2016,Office Supplies,Binders,East,14.952
US-2016-147662,14/02/2016,Technology,Phones,East,323.982
US-2016-147662,14/02/2016,Office Supplies,Binders,East,2.286
US-2016-147662,14/02/2016,Office Supplies,Art,East,14.352
US-2016-147662,14/02/2016,Technology,Accessories,East,71.976
CA-2017-153346,25/01/2017,Office Supplies,Art,East,9.21
CA-2017-153346,25/01/2017,Office Supplies,Paper,East,18.0
CA-2018-118360,01/04/2018,Office Supplies,Paper,East,42.93
CA-2018-149853,03/10/2018,Office Supplies,Paper,South,15.552
CA-2018-149853,03/10/2018,Office Supplies,Appliances,South,17.92
CA-2018-107909,01/09/2018,Technology,Accessories,West,19.99
CA-2018-107909,01/09/2018,Office Supplies,Binders,West,22.92
CA-2016-112375,21/12/2016,Technology,Accessories,South,50.88
CA-2016-112375,21/12/2016,Office Supplies,Envelopes,South,27.312
CA-2016-154795,20/12/2016,Office Supplies,Envelopes,West,7.92
CA-2016-154795,20/12/2016,Furniture,Furnishings,West,14.368
CA-2016-125234,27/11/2016,Technology,Accessories,West,107.97
CA-2016-125234,27/11/2016,Office Supplies,Paper,West,113.82
CA-2018-133501,27/08/2018,Office Supplies,Paper,South,5.184
US-2015-129609,22/03/2015,Office Supplies,Art,Central,16.28
CA-2018-130309,17/12/2018,Office Supplies,Storage,South,544.38
CA-2018-105410,19/03/2018,Office Supplies,Binders,West,19.824
CA-2018-105410,19/03/2018,Technology,Phones,West,657.504
CA-2018-105410,19/03/2018,Technology,Accessories,West,99.54
CA-2018-105410,19/03/2018,Technology,Accessories,West,199.96
CA-2017-120355,18/09/2017,Furniture,Chairs,East,631.782
CA-2017-120355,18/09/2017,Furniture,Furnishings,East,60.72
CA-2018-169894,24/11/2018,Office Supplies,Binders,West,20.724
CA-2018-169894,24/11/2018,Office Supplies,Storage,West,415.872
US-2018-100482,11/04/2018,Office Supplies,Storage,East,16.768
US-2018-100482,11/04/2018,Technology,Accessories,East,27.12
CA-2018-107748,10/12/2018,Technology,Phones,West,95.84
CA-2018-107748,10/12/2018,Office Supplies,Paper,West,12.96
CA-2018-153654,24/11/2018,Office Supplies,Binders,South,19.008
CA-2016-155600,04/12/2016,Office Supplies,Binders,South,1598.058
CA-2016-155600,04/12/2016,Office Supplies,Art,South,36.96
CA-2018-162565,11/12/2018,Office Supplies,Paper,Central,10.368
CA-2018-162565,11/12/2018,Furniture,Furnishings,Central,77.72
CA-2018-162565,11/12/2018,Furniture,Chairs,Central,520.464
CA-2017-127642,21/05/2017,Office Supplies,Paper,East,111.96
US-2018-163195,17/02/2018,Technology,Phones,South,29.16
CA-2018-111332,20/05/2018,Office Supplies,Art,Central,131.94
CA-2018-111332,20/05/2018,Office Supplies,Art,Central,25.92
CA-2018-111332,20/05/2018,Office Supplies,Storage,Central,704.76
CA-2018-111332,20/05/2018,Office Supplies,Fasteners,Central,7.41
CA-2018-111332,20/05/2018,Office Supplies,Art,Central,21.5
CA-2018-117044,11/09/2018,Office Supplies,Fasteners,Central,10.528
CA-2018-117044,11/09/2018,Office Supplies,Paper,Central,20.544
US-2017-165078,05/11/2017,Office Supplies,Binders,Central,104.9
US-2017-165078,05/11/2017,Office Supplies,Art,Central,39.68
US-2017-165078,05/11/2017,Office Supplies,Labels,Central,51.75
US-2018-169320,23/07/2018,Office Supplies,Art,Central,11.68
US-2018-169320,23/07/2018,Technology,Accessories,Central,159.75
CA-2017-158575,18/11/2017,Office Supplies,Appliances,East,103.968
CA-2015-166954,25/04/2015,Furniture,Furnishings,West,303.25
CA-2015-166954,25/04/2015,Office Supplies,Appliances,West,270.72
CA-2015-166954,25/04/2015,Furniture,Chairs,West,1487.04
CA-2016-140830,30/11/2016,Office Supplies,Envelopes,South,17.48
CA-2016-140830,30/11/2016,Office Supplies,Envelopes,South,71.88
CA-2016-152891,25/10/2016,Office Supplies,Art,West,60.45
CA-2016-152891,25/10/2016,Furniture,Tables,West,253.176
US-2016-122784,20/07/2016,Office Supplies,Binders,Central,2.88
US-2016-122784,20/07/2016,Furniture,Bookcases,Central,384.944
US-2016-122784,20/07/2016,Technology,Phones,Central,153.584
US-2016-122784,20/07/2016,Furniture,Bookcases,Central,913.43
CA-2017-156811,27/10/2017,Office Supplies,Appliances,West,43.92
CA-2017-156811,27/10/2017,Office Supplies,Binders,West,25.032
CA-2018-111556,20/11/2018,Office Supplies,Paper,East,46.76
CA-2018-111556,20/11/2018,Furniture,Bookcases,East,183.968
CA-2018-111556,20/11/2018,Technology,Phones,East,1259.97
CA-2018-111556,20/11/2018,Office Supplies,Art,East,68.97
CA-2017-108868,08/09/2017,Office Supplies,Art,Central,70.368
CA-2017-108868,08/09/2017,Technology,Phones,Central,59.96
CA-2015-142965,20/07/2015,Office Supplies,Storage,East,25.984
CA-2015-142965,20/07/2015,Office Supplies,Binders,East,27.36
CA-2017-148740,15/11/2017,Technology,Phones,West,361.376
US-2015-138758,07/07/2015,Furniture,Chairs,East,172.186
US-2015-138758,07/07/2015,Furniture,Furnishings,East,69.008
CA-2017-131737,17/03/2017,Office Supplies,Envelopes,East,199.9
CA-2017-131737,17/03/2017,Office Supplies,Appliances,East,901.95
CA-2017-131737,17/03/2017,Furniture,Furnishings,East,971.5
CA-2017-114538,26/12/2017,Office Supplies,Art,West,11.328
CA-2015-127936,02/09/2015,Office Supplies,Art,East,21.24
CA-2016-164336,05/07/2016,Technology,Accessories,East,34.8
CA-2016-164336,05/07/2016,Office Supplies,Storage,East,38.976
CA-2017-100041,20/11/2017,Office Supplies,Paper,Central,9.08
CA-2017-100041,20/11/2017,Office Supplies,Paper,Central,314.55
CA-2017-100041,20/11/2017,Office Supplies,Binders,Central,4.91
US-2015-154879,06/05/2015,Office Supplies,Labels,West,5.78
US-2015-154879,06/05/2015,Office Supplies,Art,West,107.94
CA-2015-130624,21/06/2015,Office Supplies,Paper,East,19.65
CA-2015-130624,21/06/2015,Technology,Phones,East,617.97
CA-2015-130624,21/06/2015,Office Supplies,Appliances,East,59.7
CA-2018-132339,19/08/2018,Office Supplies,Binders,East,387.99
CA-2015-153983,29/11/2015,Technology,Phones,West,575.92
CA-2015-153983,29/11/2015,Office Supplies,Fasteners,West,30.4
CA-2018-112900,09/04/2018,Office Supplies,Binders,Central,478.24
CA-2015-160157,20/12/2015,Furniture,Furnishings,East,190.848
CA-2015-139633,17/12/2015,Office Supplies,Binders,East,5.484
CA-2016-163090,17/11/2016,Office Supplies,Supplies,Central,40.92
CA-2015-117016,04/03/2015,Office Supplies,Art,South,15.552
